date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:37:45	400/400	---MCZ	200	added ('OK')	text/plain	etag:W/%22669faacf-405%22	https://wisdmlabs.com/robots.txt		(from )
11:37:47	755361/755361	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Aug%202024%2006:07:45%20GMT	https://wisdmlabs.com/wordpress-website-development/	C:/My%20Web%20Sites/Nexa-wordpress/wisdmlabs.com/wordpress-website-development/index.html	(from )
11:37:49	166920/166920	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2006:07:49%20GMT	https://wisdmlabs.com/wordpress-website-development/window.location.href	C:/My%20Web%20Sites/Nexa-wordpress/wisdmlabs.com/wordpress-website-development/window.location.href	(from https://wisdmlabs.com/wordpress-website-development/)
11:37:51	166920/166920	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2006:07:50%20GMT	https://wisdmlabs.com/wordpress-website-development/t.target.href,e	C:/My%20Web%20Sites/Nexa-wordpress/wisdmlabs.com/wordpress-website-development/t.target.href,e	(from https://wisdmlabs.com/wordpress-website-development/)
11:37:54	166920/166920	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2006:07:53%20GMT	https://wisdmlabs.com/wordpress-website-development/e,baseURI	C:/My%20Web%20Sites/Nexa-wordpress/wisdmlabs.com/wordpress-website-development/e,baseURI	(from https://wisdmlabs.com/wordpress-website-development/)
11:37:55	166918/166918	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2006:07:55%20GMT	https://wisdmlabs.com/wordpress-website-development/GET	C:/My%20Web%20Sites/Nexa-wordpress/wisdmlabs.com/wordpress-website-development/GET	(from https://wisdmlabs.com/wordpress-website-development/)
11:37:56	18508/18508	---M--	200	added ('OK')	image/jpeg	etag:%2266b0af68-48cd%22	https://cdn-lddoh.nitrocdn.com/mzwcbgWUUJeAuIQYlKRVpwFNsnSUSBWn/assets/images/optimized/rev-63d1dc1/wisdmlabs.com/wp-content/uploads/2023/12/wsd-lms-header-bg-3-1.jpg	C:/My%20Web%20Sites/Nexa-wordpress/cdn-lddoh.nitrocdn.com/mzwcbgWUUJeAuIQYlKRVpwFNsnSUSBWn/assets/images/optimized/rev-63d1dc1/wisdmlabs.com/wp-content/uploads/2023/12/wsd-lms-header-bg-3-1.jpg	(from https://wisdmlabs.com/wordpress-website-development/)
11:37:56	13399/13399	---M--	200	added ('OK')	image/png	etag:%2266b0a7b1-34d9%22	https://cdn-lddoh.nitrocdn.com/mzwcbgWUUJeAuIQYlKRVpwFNsnSUSBWn/assets/images/optimized/rev-63d1dc1/wisdmlabs.com/wp-content/uploads/2023/12/circle-Header-Pattern-1.png	C:/My%20Web%20Sites/Nexa-wordpress/cdn-lddoh.nitrocdn.com/mzwcbgWUUJeAuIQYlKRVpwFNsnSUSBWn/assets/images/optimized/rev-63d1dc1/wisdmlabs.com/wp-content/uploads/2023/12/circle-Header-Pattern-1.png	(from https://wisdmlabs.com/wordpress-website-development/)
11:37:56	596/596	---M--	200	added ('OK')	image/png	etag:%2266a9ff03-2cd%22	https://cdn-lddoh.nitrocdn.com/mzwcbgWUUJeAuIQYlKRVpwFNsnSUSBWn/assets/images/optimized/rev-63d1dc1/wisdmlabs.com/wp-content/uploads/2023/12/wd-red-quote-3.png	C:/My%20Web%20Sites/Nexa-wordpress/cdn-lddoh.nitrocdn.com/mzwcbgWUUJeAuIQYlKRVpwFNsnSUSBWn/assets/images/optimized/rev-63d1dc1/wisdmlabs.com/wp-content/uploads/2023/12/wd-red-quote-3.png	(from https://wisdmlabs.com/wordpress-website-development/)
11:37:57	1782/1782	---M--	200	added ('OK')	image/png	etag:%2266a9ff03-779%22	https://cdn-lddoh.nitrocdn.com/mzwcbgWUUJeAuIQYlKRVpwFNsnSUSBWn/assets/images/optimized/rev-63d1dc1/wisdmlabs.com/wp-content/uploads/2023/12/Recommended-by-section-2.png	C:/My%20Web%20Sites/Nexa-wordpress/cdn-lddoh.nitrocdn.com/mzwcbgWUUJeAuIQYlKRVpwFNsnSUSBWn/assets/images/optimized/rev-63d1dc1/wisdmlabs.com/wp-content/uploads/2023/12/Recommended-by-section-2.png	(from https://wisdmlabs.com/wordpress-website-development/)
11:37:57	3018/3018	---M--	200	added ('OK')	image/png	etag:%2266b0a7b1-c4d%22	https://cdn-lddoh.nitrocdn.com/mzwcbgWUUJeAuIQYlKRVpwFNsnSUSBWn/assets/images/optimized/rev-63d1dc1/wisdmlabs.com/wp-content/uploads/2023/12/testimonial-sec-bg-img-1.png	C:/My%20Web%20Sites/Nexa-wordpress/cdn-lddoh.nitrocdn.com/mzwcbgWUUJeAuIQYlKRVpwFNsnSUSBWn/assets/images/optimized/rev-63d1dc1/wisdmlabs.com/wp-content/uploads/2023/12/testimonial-sec-bg-img-1.png	(from https://wisdmlabs.com/wordpress-website-development/)
11:37:57	166920/166920	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2006:07:57%20GMT	https://wisdmlabs.com/wordpress-website-development/Edge/	C:/My%20Web%20Sites/Nexa-wordpress/wisdmlabs.com/wordpress-website-development/Edge/index.html	(from https://wisdmlabs.com/wordpress-website-development/)
11:37:57	6276/6276	---M--	200	added ('OK')	image/png	etag:%2266b0a7b1-1904%22	https://cdn-lddoh.nitrocdn.com/mzwcbgWUUJeAuIQYlKRVpwFNsnSUSBWn/assets/images/optimized/rev-63d1dc1/wisdmlabs.com/wp-content/uploads/2023/12/Testimonial-pattern-1.png	C:/My%20Web%20Sites/Nexa-wordpress/cdn-lddoh.nitrocdn.com/mzwcbgWUUJeAuIQYlKRVpwFNsnSUSBWn/assets/images/optimized/rev-63d1dc1/wisdmlabs.com/wp-content/uploads/2023/12/Testimonial-pattern-1.png	(from https://wisdmlabs.com/wordpress-website-development/)
11:37:58	798/798	---M--	200	added ('OK')	image/png	etag:%2266b0a73f-390%22	https://cdn-lddoh.nitrocdn.com/mzwcbgWUUJeAuIQYlKRVpwFNsnSUSBWn/assets/images/optimized/rev-63d1dc1/wisdmlabs.com/wp-content/uploads/2023/12/Union-1.png	C:/My%20Web%20Sites/Nexa-wordpress/cdn-lddoh.nitrocdn.com/mzwcbgWUUJeAuIQYlKRVpwFNsnSUSBWn/assets/images/optimized/rev-63d1dc1/wisdmlabs.com/wp-content/uploads/2023/12/Union-1.png	(from https://wisdmlabs.com/wordpress-website-development/)
11:37:58	6276/6276	---M--	200	added ('OK')	image/png	etag:%2266a9ff03-1906%22	https://cdn-lddoh.nitrocdn.com/mzwcbgWUUJeAuIQYlKRVpwFNsnSUSBWn/assets/images/optimized/rev-63d1dc1/wisdmlabs.com/wp-content/uploads/2023/12/Testimonial-pattern-1-1.png	C:/My%20Web%20Sites/Nexa-wordpress/cdn-lddoh.nitrocdn.com/mzwcbgWUUJeAuIQYlKRVpwFNsnSUSBWn/assets/images/optimized/rev-63d1dc1/wisdmlabs.com/wp-content/uploads/2023/12/Testimonial-pattern-1-1.png	(from https://wisdmlabs.com/wordpress-website-development/)
11:37:58	2158/2158	---M--	200	added ('OK')	image/png	etag:%2266b0a7b1-8f2%22	https://cdn-lddoh.nitrocdn.com/mzwcbgWUUJeAuIQYlKRVpwFNsnSUSBWn/assets/images/optimized/rev-63d1dc1/wisdmlabs.com/wp-content/uploads/2023/12/form-right-side-pattern-1.png	C:/My%20Web%20Sites/Nexa-wordpress/cdn-lddoh.nitrocdn.com/mzwcbgWUUJeAuIQYlKRVpwFNsnSUSBWn/assets/images/optimized/rev-63d1dc1/wisdmlabs.com/wp-content/uploads/2023/12/form-right-side-pattern-1.png	(from https://wisdmlabs.com/wordpress-website-development/)
11:37:59	51071/51071	---M--	200	added ('OK')	image/png	etag:%2266b0a7b1-c7f9%22	https://cdn-lddoh.nitrocdn.com/mzwcbgWUUJeAuIQYlKRVpwFNsnSUSBWn/assets/images/optimized/rev-63d1dc1/wisdmlabs.com/wp-content/uploads/2023/12/Hire-the-best-1.png	C:/My%20Web%20Sites/Nexa-wordpress/cdn-lddoh.nitrocdn.com/mzwcbgWUUJeAuIQYlKRVpwFNsnSUSBWn/assets/images/optimized/rev-63d1dc1/wisdmlabs.com/wp-content/uploads/2023/12/Hire-the-best-1.png	(from https://wisdmlabs.com/wordpress-website-development/)
11:37:59	1014/1014	---M--	200	added ('OK')	image/png	etag:%2266b0a7b1-47e%22	https://cdn-lddoh.nitrocdn.com/mzwcbgWUUJeAuIQYlKRVpwFNsnSUSBWn/assets/images/optimized/rev-63d1dc1/wisdmlabs.com/wp-content/uploads/2023/12/Testimonial-pattern-1-300x117.png	C:/My%20Web%20Sites/Nexa-wordpress/cdn-lddoh.nitrocdn.com/mzwcbgWUUJeAuIQYlKRVpwFNsnSUSBWn/assets/images/optimized/rev-63d1dc1/wisdmlabs.com/wp-content/uploads/2023/12/Testimonial-pattern-1-300x117.png	(from https://wisdmlabs.com/wordpress-website-development/)
11:37:59	107/107	---M--	200	added ('OK')	image/png	etag:%2266b0a73f-e6%22	https://cdn-lddoh.nitrocdn.com/mzwcbgWUUJeAuIQYlKRVpwFNsnSUSBWn/assets/images/optimized/rev-63d1dc1/wisdmlabs.com/wp-content/uploads/2024/03/grey-patch-image.png	C:/My%20Web%20Sites/Nexa-wordpress/cdn-lddoh.nitrocdn.com/mzwcbgWUUJeAuIQYlKRVpwFNsnSUSBWn/assets/images/optimized/rev-63d1dc1/wisdmlabs.com/wp-content/uploads/2024/03/grey-patch-image.png	(from https://wisdmlabs.com/wordpress-website-development/)
11:38:01	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2007%20Aug%202024%2006:08:00%20GMT	http://cdn.stat-track.com/statics/moosend-tracking.min.js	C:/My%20Web%20Sites/Nexa-wordpress/cdn.stat-track.com/statics/moosend-tracking.min.10.delayed	(from https://wisdmlabs.com/wordpress-website-development/)
11:38:02	74842/74842	---M-Z	200	added ('OK')	application/javascript	etag:%226374347c2f37ee9987690c45f26a9d79%22	https://cdn.stat-track.com/statics/moosend-tracking.min.js	C:/My%20Web%20Sites/Nexa-wordpress/cdn.stat-track.com/statics/moosend-tracking.min.js	(from https://wisdmlabs.com/wordpress-website-development/)
11:38:02	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Wed,%2007%20Aug%202024%2006:08:02%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/Nexa-wordpress/www.googletagmanager.com/gtm.125445.delayed	(from https://wisdmlabs.com/wordpress-website-development/)
11:38:03	57671/57671	---M-Z	200	added ('OK')	application/javascript	etag:%22bbbcf811d8437a575d796a4c1e5d4fad+gzip+gzip%22	http://static.ads-twitter.com/uwt.js	C:/My%20Web%20Sites/Nexa-wordpress/static.ads-twitter.com/uwt.js	(from https://wisdmlabs.com/wordpress-website-development/)
11:38:03	232492/232492	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265c5c4d8-38c2c%22	https://wisdmlabs.com/wp-content/plugins/wdm-cf7-customization/js/wdm-custom-gtm.js	C:/My%20Web%20Sites/Nexa-wordpress/wisdmlabs.com/wp-content/plugins/wdm-cf7-customization/js/wdm-custom-gtm.js	(from https://wisdmlabs.com/wordpress-website-development/)
11:38:06	166920/166920	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2006:08:05%20GMT	https://wisdmlabs.com/wordpress-website-development/t	C:/My%20Web%20Sites/Nexa-wordpress/wisdmlabs.com/wordpress-website-development/t.15.delayed	(from https://wisdmlabs.com/wordpress-website-development/)
